MemTotal:         432268 kB
MemFree:          276996 kB
MemAvailable:     323196 kB
Buffers:           11260 kB
Cached:            52004 kB
SwapCached:            0 kB
Active:           103356 kB
Inactive:          29740 kB
Active(anon):      71044 kB
Inactive(anon):    13432 kB
Active(file):      32312 kB
Inactive(file):    16308 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         69848 kB
Mapped:            23212 kB
Shmem:             14644 kB
Slab:              14452 kB
SReclaimable:       8076 kB
SUnreclaim:         6376 kB
KernelStack:        1144 kB
PageTables:         2300 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     263524 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
