MemTotal:         432268 kB
MemFree:          250516 kB
MemAvailable:     295668 kB
Buffers:           11072 kB
Cached:            83800 kB
SwapCached:            0 kB
Active:            94532 kB
Inactive:          65848 kB
Active(anon):      65992 kB
Inactive(anon):    46464 kB
Active(file):      28540 kB
Inactive(file):    19384 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         65524 kB
Mapped:            22220 kB
Shmem:             46948 kB
Slab:              13988 kB
SReclaimable:       7724 kB
SUnreclaim:         6264 kB
KernelStack:        1176 kB
PageTables:         2236 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     288296 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
