MemTotal:         432268 kB
MemFree:          276552 kB
MemAvailable:     323772 kB
Buffers:           11408 kB
Cached:            52632 kB
SwapCached:            0 kB
Active:           102556 kB
Inactive:          30192 kB
Active(anon):      70112 kB
Inactive(anon):    13196 kB
Active(file):      32444 kB
Inactive(file):    16996 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         68724 kB
Mapped:            23548 kB
Shmem:             14600 kB
Slab:              15036 kB
SReclaimable:       8276 kB
SUnreclaim:         6760 kB
KernelStack:        1224 kB
PageTables:         2416 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     262132 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
