MemTotal:         432300 kB
MemFree:          212280 kB
MemAvailable:     256016 kB
Buffers:           10776 kB
Cached:           115720 kB
SwapCached:            0 kB
Active:           106388 kB
Inactive:          91604 kB
Active(anon):      78044 kB
Inactive(anon):    73424 kB
Active(file):      28344 kB
Inactive(file):    18180 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         71512 kB
Mapped:            21344 kB
Shmem:             79972 kB
Slab:              14004 kB
SReclaimable:       7708 kB
SUnreclaim:         6296 kB
KernelStack:        1232 kB
PageTables:         2372 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216148 kB
Committed_AS:     344776 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
