MemTotal:         432244 kB
MemFree:          221236 kB
MemAvailable:     323388 kB
Buffers:           31696 kB
Cached:            81048 kB
SwapCached:            0 kB
Active:           160912 kB
Inactive:          22288 kB
Active(anon):      73024 kB
Inactive(anon):     6376 kB
Active(file):      87888 kB
Inactive(file):    15912 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                12 kB
Writeback:             0 kB
AnonPages:         70472 kB
Mapped:            25420 kB
Shmem:              8944 kB
Slab:              17940 kB
SReclaimable:       8860 kB
SUnreclaim:         9080 kB
KernelStack:        1232 kB
PageTables:         2336 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     239976 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
