MemTotal:         432244 kB
MemFree:          285292 kB
MemAvailable:     328240 kB
Buffers:           11964 kB
Cached:            43356 kB
SwapCached:            0 kB
Active:            97268 kB
Inactive:          24116 kB
Active(anon):      67124 kB
Inactive(anon):     7800 kB
Active(file):      30144 kB
Inactive(file):    16316 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66080 kB
Mapped:            23664 kB
Shmem:              8860 kB
Slab:              15468 kB
SReclaimable:       6996 kB
SUnreclaim:         8472 kB
KernelStack:        1232 kB
PageTables:         2292 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     225844 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
