MemTotal:         497976 kB
MemFree:          355668 kB
MemAvailable:     395952 kB
Buffers:           10520 kB
Cached:            43896 kB
SwapCached:            0 kB
Active:            96436 kB
Inactive:          27808 kB
Active(anon):      69988 kB
Inactive(anon):     9056 kB
Active(file):      26448 kB
Inactive(file):    18752 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         69840 kB
Mapped:            20172 kB
Shmem:              9216 kB
Slab:              10484 kB
SReclaimable:       5616 kB
SUnreclaim:         4868 kB
KernelStack:        1032 kB
PageTables:         2456 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248988 kB
Committed_AS:     321784 kB
VmallocTotal:     524288 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
