MemTotal:         432932 kB
MemFree:          286156 kB
MemAvailable:     326812 kB
Buffers:           10392 kB
Cached:            49192 kB
SwapCached:            0 kB
Active:            99324 kB
Inactive:          28396 kB
Active(anon):      70404 kB
Inactive(anon):    12584 kB
Active(file):      28920 kB
Inactive(file):    15812 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         68148 kB
Mapped:            21180 kB
Shmem:             14852 kB
Slab:              11472 kB
SReclaimable:       6280 kB
SUnreclaim:         5192 kB
KernelStack:         952 kB
PageTables:         2316 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216464 kB
Committed_AS:     308296 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
