MemTotal:         432252 kB
MemFree:          300344 kB
MemAvailable:     339676 kB
Buffers:           10952 kB
Cached:            32720 kB
SwapCached:            0 kB
Active:            83820 kB
Inactive:          22836 kB
Active(anon):      63044 kB
Inactive(anon):      620 kB
Active(file):      20776 kB
Inactive(file):    22216 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:               184 kB
Writeback:             0 kB
AnonPages:         63000 kB
Mapped:            21408 kB
Shmem:               680 kB
Slab:              15296 kB
SReclaimable:       6848 kB
SUnreclaim:         8448 kB
KernelStack:        1232 kB
PageTables:         2248 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     125548 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
