MemTotal:         432280 kB
MemFree:          264260 kB
MemAvailable:     310672 kB
Buffers:           11168 kB
Cached:            52004 kB
SwapCached:            0 kB
Active:           114420 kB
Inactive:          29916 kB
Active(anon):      81820 kB
Inactive(anon):    14016 kB
Active(file):      32600 kB
Inactive(file):    15900 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         81180 kB
Mapped:            22984 kB
Shmem:             14672 kB
Slab:              15712 kB
SReclaimable:       8408 kB
SUnreclaim:         7304 kB
KernelStack:        1192 kB
PageTables:         2412 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216140 kB
Committed_AS:     284128 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
