MemTotal:         432244 kB
MemFree:          290708 kB
MemAvailable:     330400 kB
Buffers:           11252 kB
Cached:            41036 kB
SwapCached:            0 kB
Active:            87576 kB
Inactive:          29088 kB
Active(anon):      65172 kB
Inactive(anon):     8072 kB
Active(file):      22404 kB
Inactive(file):    21016 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                56 kB
Writeback:             0 kB
AnonPages:         64392 kB
Mapped:            22132 kB
Shmem:              8868 kB
Slab:              15004 kB
SReclaimable:       6780 kB
SUnreclaim:         8224 kB
KernelStack:        1208 kB
PageTables:         2200 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     135008 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
