MemTotal:         497976 kB
MemFree:          334080 kB
MemAvailable:     374212 kB
Buffers:           10632 kB
Cached:            67892 kB
SwapCached:            0 kB
Active:           106352 kB
Inactive:          39464 kB
Active(anon):      78380 kB
Inactive(anon):    22376 kB
Active(file):      27972 kB
Inactive(file):    17088 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         67304 kB
Mapped:            19992 kB
Shmem:             33464 kB
Slab:              10304 kB
SReclaimable:       5592 kB
SUnreclaim:         4712 kB
KernelStack:        1080 kB
PageTables:         2372 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248988 kB
Committed_AS:     334376 kB
VmallocTotal:     524288 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
