MemTotal:         432932 kB
MemFree:          291240 kB
MemAvailable:     330856 kB
Buffers:           10252 kB
Cached:            48104 kB
SwapCached:            0 kB
Active:            95396 kB
Inactive:          29068 kB
Active(anon):      66508 kB
Inactive(anon):    13924 kB
Active(file):      28888 kB
Inactive(file):    15144 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66124 kB
Mapped:            20288 kB
Shmem:             14324 kB
Slab:              10276 kB
SReclaimable:       5596 kB
SUnreclaim:         4680 kB
KernelStack:         952 kB
PageTables:         1916 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216464 kB
Committed_AS:     294248 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
