MemTotal:         432252 kB
MemFree:          293216 kB
MemAvailable:     338304 kB
Buffers:           11840 kB
Cached:            37000 kB
SwapCached:            0 kB
Active:            92744 kB
Inactive:          21104 kB
Active(anon):      65064 kB
Inactive(anon):      612 kB
Active(file):      27680 kB
Inactive(file):    20492 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:               144 kB
Writeback:             0 kB
AnonPages:         65024 kB
Mapped:            23944 kB
Shmem:               668 kB
Slab:              15376 kB
SReclaimable:       7424 kB
SUnreclaim:         7952 kB
KernelStack:        1280 kB
PageTables:         2356 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     234524 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
