MemTotal:         432332 kB
MemFree:          199820 kB
MemAvailable:     245496 kB
Buffers:           10952 kB
Cached:           117224 kB
SwapCached:            0 kB
Active:           151228 kB
Inactive:          57552 kB
Active(anon):     118372 kB
Inactive(anon):    42824 kB
Active(file):      32856 kB
Inactive(file):    14728 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         80620 kB
Mapped:            24908 kB
Shmem:             80592 kB
Slab:              15280 kB
SReclaimable:       8588 kB
SUnreclaim:         6692 kB
KernelStack:        1240 kB
PageTables:         2612 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     369732 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
