MemTotal:         432280 kB
MemFree:          274564 kB
MemAvailable:     321180 kB
Buffers:           11180 kB
Cached:            52136 kB
SwapCached:            0 kB
Active:           104712 kB
Inactive:          29528 kB
Active(anon):      72244 kB
Inactive(anon):    13464 kB
Active(file):      32468 kB
Inactive(file):    16064 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         70940 kB
Mapped:            23720 kB
Shmem:             14784 kB
Slab:              15580 kB
SReclaimable:       8580 kB
SUnreclaim:         7000 kB
KernelStack:        1192 kB
PageTables:         2428 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216140 kB
Committed_AS:     265808 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
