MemTotal:         432332 kB
MemFree:          212196 kB
MemAvailable:     255836 kB
Buffers:           10764 kB
Cached:           115712 kB
SwapCached:            0 kB
Active:           108952 kB
Inactive:          89336 kB
Active(anon):      80536 kB
Inactive(anon):    71244 kB
Active(file):      28416 kB
Inactive(file):    18092 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         71828 kB
Mapped:            21344 kB
Shmem:             79968 kB
Slab:              13872 kB
SReclaimable:       7628 kB
SUnreclaim:         6244 kB
KernelStack:        1208 kB
PageTables:         2432 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     345212 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
