MemTotal:         497964 kB
MemFree:          356840 kB
MemAvailable:     395552 kB
Buffers:           10156 kB
Cached:            47836 kB
SwapCached:            0 kB
Active:            92584 kB
Inactive:          30884 kB
Active(anon):      65700 kB
Inactive(anon):    14092 kB
Active(file):      26884 kB
Inactive(file):    16792 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         65488 kB
Mapped:            19960 kB
Shmem:             14316 kB
Slab:              10208 kB
SReclaimable:       5516 kB
SUnreclaim:         4692 kB
KernelStack:        1000 kB
PageTables:         2224 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248980 kB
Committed_AS:     288736 kB
VmallocTotal:     524288 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
