MemTotal:         432332 kB
MemFree:          259856 kB
MemAvailable:     305492 kB
Buffers:           10968 kB
Cached:            51356 kB
SwapCached:            0 kB
Active:           118004 kB
Inactive:          30548 kB
Active(anon):      87764 kB
Inactive(anon):    13156 kB
Active(file):      30240 kB
Inactive(file):    17392 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         86244 kB
Mapped:            23860 kB
Shmem:             14692 kB
Slab:              15588 kB
SReclaimable:       8500 kB
SUnreclaim:         7088 kB
KernelStack:        1248 kB
PageTables:         2564 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     281136 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
