MemTotal:         432252 kB
MemFree:          291592 kB
MemAvailable:     330468 kB
Buffers:           11124 kB
Cached:            40388 kB
SwapCached:            0 kB
Active:            85868 kB
Inactive:          29628 kB
Active(anon):      64744 kB
Inactive(anon):     8104 kB
Active(file):      21124 kB
Inactive(file):    21524 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                48 kB
Writeback:             0 kB
AnonPages:         64000 kB
Mapped:            21856 kB
Shmem:              8864 kB
Slab:              15140 kB
SReclaimable:       6736 kB
SUnreclaim:         8404 kB
KernelStack:        1200 kB
PageTables:         2180 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     126356 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
