MemTotal:         432332 kB
MemFree:          256472 kB
MemAvailable:     299812 kB
Buffers:           10824 kB
Cached:            73968 kB
SwapCached:            0 kB
Active:           109520 kB
Inactive:          45128 kB
Active(anon):      81100 kB
Inactive(anon):    27112 kB
Active(file):      28420 kB
Inactive(file):    18016 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         69872 kB
Mapped:            21260 kB
Shmem:             38356 kB
Slab:              13464 kB
SReclaimable:       7400 kB
SUnreclaim:         6064 kB
KernelStack:        1192 kB
PageTables:         2316 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     267876 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
