MemTotal:         432248 kB
MemFree:          278508 kB
MemAvailable:     326516 kB
Buffers:           11672 kB
Cached:            53084 kB
SwapCached:            0 kB
Active:            96660 kB
Inactive:          34400 kB
Active(anon):      67092 kB
Inactive(anon):    13696 kB
Active(file):      29568 kB
Inactive(file):    20704 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66320 kB
Mapped:            23496 kB
Shmem:             14484 kB
Slab:              15140 kB
SReclaimable:       8232 kB
SUnreclaim:         6908 kB
KernelStack:        1168 kB
PageTables:         2152 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     256972 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
