MemTotal:         432244 kB
MemFree:          221156 kB
MemAvailable:     323396 kB
Buffers:           31692 kB
Cached:            81184 kB
SwapCached:            0 kB
Active:           158164 kB
Inactive:          24800 kB
Active(anon):      72680 kB
Inactive(anon):     6352 kB
Active(file):      85484 kB
Inactive(file):    18448 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                16 kB
Writeback:             0 kB
AnonPages:         70104 kB
Mapped:            25508 kB
Shmem:              8944 kB
Slab:              18020 kB
SReclaimable:       8816 kB
SUnreclaim:         9204 kB
KernelStack:        1280 kB
PageTables:         2320 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     231604 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
