MemTotal:         432332 kB
MemFree:          203928 kB
MemAvailable:     249152 kB
Buffers:           10952 kB
Cached:           117076 kB
SwapCached:            0 kB
Active:           147728 kB
Inactive:          58100 kB
Active(anon):     114872 kB
Inactive(anon):    43372 kB
Active(file):      32856 kB
Inactive(file):    14728 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         77816 kB
Mapped:            24256 kB
Shmem:             80444 kB
Slab:              14828 kB
SReclaimable:       8136 kB
SUnreclaim:         6692 kB
KernelStack:        1176 kB
PageTables:         2380 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     364644 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
