MemTotal:         432276 kB
MemFree:          257396 kB
MemAvailable:     303928 kB
Buffers:           11104 kB
Cached:            51716 kB
SwapCached:            0 kB
Active:           118660 kB
Inactive:          31088 kB
Active(anon):      88168 kB
Inactive(anon):    13528 kB
Active(file):      30492 kB
Inactive(file):    17560 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         86944 kB
Mapped:            23520 kB
Shmem:             14768 kB
Slab:              16424 kB
SReclaimable:       8976 kB
SUnreclaim:         7448 kB
KernelStack:        1320 kB
PageTables:         2744 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216136 kB
Committed_AS:     292404 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
