MemTotal:         432280 kB
MemFree:          275868 kB
MemAvailable:     322136 kB
Buffers:           11172 kB
Cached:            51992 kB
SwapCached:            0 kB
Active:           103280 kB
Inactive:          30000 kB
Active(anon):      70760 kB
Inactive(anon):    14016 kB
Active(file):      32520 kB
Inactive(file):    15984 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         70132 kB
Mapped:            22972 kB
Shmem:             14660 kB
Slab:              15000 kB
SReclaimable:       8260 kB
SUnreclaim:         6740 kB
KernelStack:        1192 kB
PageTables:         2376 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216140 kB
Committed_AS:     263988 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
