MemTotal:         432252 kB
MemFree:          305304 kB
MemAvailable:     343516 kB
Buffers:           10884 kB
Cached:            31524 kB
SwapCached:            0 kB
Active:            79732 kB
Inactive:          21860 kB
Active(anon):      59244 kB
Inactive(anon):      624 kB
Active(file):      20488 kB
Inactive(file):    21236 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:               408 kB
Writeback:             0 kB
AnonPages:         59200 kB
Mapped:            21860 kB
Shmem:               684 kB
Slab:              15536 kB
SReclaimable:       6996 kB
SUnreclaim:         8540 kB
KernelStack:        1232 kB
PageTables:         2260 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     122416 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
