MemTotal:         432252 kB
MemFree:          221744 kB
MemAvailable:     325324 kB
Buffers:           31824 kB
Cached:            82096 kB
SwapCached:            0 kB
Active:           159888 kB
Inactive:          22376 kB
Active(anon):      70888 kB
Inactive(anon):     6412 kB
Active(file):      89000 kB
Inactive(file):    15964 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 8 kB
Writeback:             0 kB
AnonPages:         68360 kB
Mapped:            25884 kB
Shmem:              8956 kB
Slab:              18204 kB
SReclaimable:       9124 kB
SUnreclaim:         9080 kB
KernelStack:        1240 kB
PageTables:         2328 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     246636 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
