MemTotal:         432268 kB
MemFree:          275564 kB
MemAvailable:     321908 kB
Buffers:           11268 kB
Cached:            52080 kB
SwapCached:            0 kB
Active:           101460 kB
Inactive:          32692 kB
Active(anon):      71424 kB
Inactive(anon):    14028 kB
Active(file):      30036 kB
Inactive(file):    18664 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         70820 kB
Mapped:            23408 kB
Shmem:             14648 kB
Slab:              14588 kB
SReclaimable:       8140 kB
SUnreclaim:         6448 kB
KernelStack:        1168 kB
PageTables:         2360 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     265048 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
