MemTotal:         497976 kB
MemFree:          334396 kB
MemAvailable:     386256 kB
Buffers:           11052 kB
Cached:            50956 kB
SwapCached:            0 kB
Active:           107000 kB
Inactive:          27784 kB
Active(anon):      74216 kB
Inactive(anon):    13000 kB
Active(file):      32784 kB
Inactive(file):    14784 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         72788 kB
Mapped:            20896 kB
Shmem:             14440 kB
Slab:              20712 kB
SReclaimable:      15528 kB
SUnreclaim:         5184 kB
KernelStack:        1072 kB
PageTables:         2696 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248988 kB
Committed_AS:     377464 kB
VmallocTotal:     524288 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
