MemTotal:         432244 kB
MemFree:          253480 kB
MemAvailable:     300684 kB
Buffers:           11628 kB
Cached:            76452 kB
SwapCached:            0 kB
Active:           105008 kB
Inactive:          49828 kB
Active(anon):      79328 kB
Inactive(anon):    25872 kB
Active(file):      25680 kB
Inactive(file):    23956 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66772 kB
Mapped:            23716 kB
Shmem:             38444 kB
Slab:              15280 kB
SReclaimable:       8064 kB
SUnreclaim:         7216 kB
KernelStack:        1208 kB
PageTables:         2316 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     256868 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
