MemTotal:         432252 kB
MemFree:          290008 kB
MemAvailable:     329404 kB
Buffers:           11188 kB
Cached:            40636 kB
SwapCached:            0 kB
Active:            86968 kB
Inactive:          29968 kB
Active(anon):      65956 kB
Inactive(anon):     8032 kB
Active(file):      21012 kB
Inactive(file):    21936 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                16 kB
Writeback:             0 kB
AnonPages:         65128 kB
Mapped:            22108 kB
Shmem:              8876 kB
Slab:              15476 kB
SReclaimable:       6956 kB
SUnreclaim:         8520 kB
KernelStack:        1232 kB
PageTables:         2268 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     128468 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
