MemTotal:         497976 kB
MemFree:          351700 kB
MemAvailable:     391816 kB
Buffers:           10484 kB
Cached:            43664 kB
SwapCached:            0 kB
Active:           101840 kB
Inactive:          25348 kB
Active(anon):      73200 kB
Inactive(anon):     9056 kB
Active(file):      28640 kB
Inactive(file):    16292 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         73052 kB
Mapped:            19928 kB
Shmem:              9216 kB
Slab:              10800 kB
SReclaimable:       5812 kB
SUnreclaim:         4988 kB
KernelStack:        1064 kB
PageTables:         2776 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248988 kB
Committed_AS:     320236 kB
VmallocTotal:     524288 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
