MemTotal:         432932 kB
MemFree:          339320 kB
MemAvailable:     381320 kB
Buffers:           10932 kB
Cached:            49668 kB
SwapCached:            0 kB
Active:            49776 kB
Inactive:          27972 kB
Active(anon):      17540 kB
Inactive(anon):    13888 kB
Active(file):      32236 kB
Inactive(file):    14084 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         17160 kB
Mapped:            14444 kB
Shmem:             14280 kB
Slab:              10520 kB
SReclaimable:       5788 kB
SUnreclaim:         4732 kB
KernelStack:        1032 kB
PageTables:          696 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216464 kB
Committed_AS:      53632 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
