MemTotal:         432268 kB
MemFree:          178428 kB
MemAvailable:     226052 kB
Buffers:           11600 kB
Cached:           151644 kB
SwapCached:            0 kB
Active:           145988 kB
Inactive:          83948 kB
Active(anon):     115816 kB
Inactive(anon):    63996 kB
Active(file):      30172 kB
Inactive(file):    19952 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66708 kB
Mapped:            23000 kB
Shmem:            113120 kB
Slab:              14988 kB
SReclaimable:       7996 kB
SUnreclaim:         6992 kB
KernelStack:        1240 kB
PageTables:         2332 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     356272 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
