MemTotal:         432240 kB
MemFree:          181820 kB
MemAvailable:     226064 kB
Buffers:           10852 kB
Cached:           149280 kB
SwapCached:            0 kB
Active:           145700 kB
Inactive:          82360 kB
Active(anon):     116540 kB
Inactive(anon):    64520 kB
Active(file):      29160 kB
Inactive(file):    17840 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         67940 kB
Mapped:            21236 kB
Shmem:            113132 kB
Slab:              13904 kB
SReclaimable:       7740 kB
SUnreclaim:         6164 kB
KernelStack:        1216 kB
PageTables:         2956 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216120 kB
Committed_AS:     343724 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
