MemTotal:         432280 kB
MemFree:          275720 kB
MemAvailable:     321944 kB
Buffers:           11148 kB
Cached:            52000 kB
SwapCached:            0 kB
Active:           103308 kB
Inactive:          30100 kB
Active(anon):      70908 kB
Inactive(anon):    14016 kB
Active(file):      32400 kB
Inactive(file):    16084 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         70276 kB
Mapped:            23044 kB
Shmem:             14664 kB
Slab:              14996 kB
SReclaimable:       8236 kB
SUnreclaim:         6760 kB
KernelStack:        1200 kB
PageTables:         2364 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216140 kB
Committed_AS:     264240 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
