MemTotal:         432280 kB
MemFree:          274820 kB
MemAvailable:     321032 kB
Buffers:           11160 kB
Cached:            51956 kB
SwapCached:            0 kB
Active:           101664 kB
Inactive:          32384 kB
Active(anon):      71560 kB
Inactive(anon):    14016 kB
Active(file):      30104 kB
Inactive(file):    18368 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         70948 kB
Mapped:            22888 kB
Shmem:             14644 kB
Slab:              15040 kB
SReclaimable:       8236 kB
SUnreclaim:         6804 kB
KernelStack:        1208 kB
PageTables:         2404 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216140 kB
Committed_AS:     265812 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
