MemTotal:         432252 kB
MemFree:          285872 kB
MemAvailable:     329296 kB
Buffers:           11880 kB
Cached:            43504 kB
SwapCached:            0 kB
Active:            92744 kB
Inactive:          27412 kB
Active(anon):      65832 kB
Inactive(anon):     7808 kB
Active(file):      26912 kB
Inactive(file):    19604 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 4 kB
Writeback:             0 kB
AnonPages:         64788 kB
Mapped:            24520 kB
Shmem:              8868 kB
Slab:              15968 kB
SReclaimable:       7416 kB
SUnreclaim:         8552 kB
KernelStack:        1312 kB
PageTables:         2376 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216124 kB
Committed_AS:     225484 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
