MemTotal:         432332 kB
MemFree:          256468 kB
MemAvailable:     301976 kB
Buffers:           10980 kB
Cached:            51224 kB
SwapCached:            0 kB
Active:           125972 kB
Inactive:          25984 kB
Active(anon):      93104 kB
Inactive(anon):    11356 kB
Active(file):      32868 kB
Inactive(file):    14628 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         89768 kB
Mapped:            23848 kB
Shmem:             14708 kB
Slab:              15732 kB
SReclaimable:       8508 kB
SUnreclaim:         7224 kB
KernelStack:        1208 kB
PageTables:         2472 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     310948 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
