MemTotal:         432260 kB
MemFree:          279144 kB
MemAvailable:     325656 kB
Buffers:           11284 kB
Cached:            52196 kB
SwapCached:            0 kB
Active:            96748 kB
Inactive:          33160 kB
Active(anon):      67496 kB
Inactive(anon):    13440 kB
Active(file):      29252 kB
Inactive(file):    19720 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         66444 kB
Mapped:            22984 kB
Shmem:             14508 kB
Slab:              14776 kB
SReclaimable:       8036 kB
SUnreclaim:         6740 kB
KernelStack:        1208 kB
PageTables:         2304 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216128 kB
Committed_AS:     256624 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
