MemTotal:         496812 kB
MemFree:          330852 kB
MemAvailable:     374176 kB
Buffers:           10776 kB
Cached:            50536 kB
SwapCached:            0 kB
Active:           115180 kB
Inactive:          28916 kB
Active(anon):      83884 kB
Inactive(anon):    13476 kB
Active(file):      31296 kB
Inactive(file):    15440 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         82800 kB
Mapped:            22544 kB
Shmem:             14576 kB
Slab:              14112 kB
SReclaimable:       7824 kB
SUnreclaim:         6288 kB
KernelStack:        1168 kB
PageTables:         2232 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      248404 kB
Committed_AS:     292164 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
