MemTotal:         432268 kB
MemFree:          276348 kB
MemAvailable:     322940 kB
Buffers:           11320 kB
Cached:            52380 kB
SwapCached:            0 kB
Active:           100428 kB
Inactive:          32784 kB
Active(anon):      70180 kB
Inactive(anon):    14016 kB
Active(file):      30248 kB
Inactive(file):    18768 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         69528 kB
Mapped:            23732 kB
Shmem:             14684 kB
Slab:              14832 kB
SReclaimable:       8072 kB
SUnreclaim:         6760 kB
KernelStack:        1144 kB
PageTables:         2288 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216132 kB
Committed_AS:     262568 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
