MemTotal:         432332 kB
MemFree:          256972 kB
MemAvailable:     302476 kB
Buffers:           10972 kB
Cached:            51208 kB
SwapCached:            0 kB
Active:           125088 kB
Inactive:          26420 kB
Active(anon):      92392 kB
Inactive(anon):    11644 kB
Active(file):      32696 kB
Inactive(file):    14776 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         89344 kB
Mapped:            23904 kB
Shmem:             14708 kB
Slab:              15672 kB
SReclaimable:       8528 kB
SUnreclaim:         7144 kB
KernelStack:        1240 kB
PageTables:         2500 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     294028 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
