MemTotal:         432332 kB
MemFree:          197232 kB
MemAvailable:     242444 kB
Buffers:           10952 kB
Cached:           117032 kB
SwapCached:            0 kB
Active:           155960 kB
Inactive:          56672 kB
Active(anon):     122880 kB
Inactive(anon):    42192 kB
Active(file):      33080 kB
Inactive(file):    14480 kB
Unevictable:           0 kB
Mlocked:               0 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:                 0 kB
Writeback:             0 kB
AnonPages:         84664 kB
Mapped:            26776 kB
Shmem:             80424 kB
Slab:              14852 kB
SReclaimable:       8148 kB
SUnreclaim:         6704 kB
KernelStack:        1136 kB
PageTables:         2320 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:      216164 kB
Committed_AS:     378548 kB
VmallocTotal:    1572864 kB
VmallocUsed:           0 kB
VmallocChunk:          0 kB
